Vehicle_ID,Pre_Accident_Value,Cost_of_repair,odometer,engine_displacement,Damage_Type,make_nm,model_nm,fuel_type,Age,Sale_Price
1634,6902,5086.7,59825,1149,Front End,Renault,Twingo,Petrol,5,2000
2039,3800.027,8007,106594,1386,Side,Nissan,Note,Petrol,12,1000
1401,23800,17999.7,7753,1395,Side,Volkswagen,Golf,Petrol,1,8400
1823,3283.956455,4658.1,95763,1390,Hail,Dacia,Sandero,Petrol,9,1950
2315,8600.011,10814.2,13055,1595,Side,Volkswagen,Golf V,Petrol,10,2150
1520,11900,3627.4,45721,1197,Front End,Skoda,Roomster,Petrol,4,4200
659,6902,16000,240510,1968,Front End,Volkswagen,Passat,Diesel,11,1500
1191,8500,18500,78818,1595,Side,Volkswagen,Golf,Petrol,9,2750
2220,4299.946,4910.9,119981,1298,Side,Toyota,Yaris,Petrol,12,1950
1683,2788.078462,8189.1,94961,1242,Side,Ford,Fiesta,Petrol,9,2100
2528,15000,13520.5,32504,1395,Front End,Seat,Leon ST,Petrol,1,4700
1462,6902,7630,113917,1242,Front End,Ford,Fiesta,Petrol,7,1250
60,11305,9724.4,112949,1598,Front End,Skoda,Roomster,Diesel,5,4500
2730,23205,18709,15510,999,Front End,Skoda,Octavia,Petrol,1,7900
2684,5474,6750,75136,1198,Front End,Volkswagen,Polo IV,Petrol,10,975
1169,6800.017,9732.9,134975,1598,Front End,Audi,A3,Petrol,12,2400
169,5414.5,4159.9,121888,1998,Side,Ford,Mondeo,Diesel,12,1100
2442,13073.2,16806.7,29841,1197,Water/Flood,Volkswagen,Golf,Petrol,4,6100
1168,3094,5882.4,177224,998,Side,Citroen,C1,Petrol,11,1250
475,5500.061,7214.7,147111,1896,Front End,Volkswagen,Golf V,Diesel,10,2200
1456,6783,4368.9,116718,1388,Front End,Ford,Fiesta,Petrol,8,2350
1049,5226.249438,3712.2,57424,1242,Side,Ford,Fiesta,Petrol,6,4150
2435,4600.064,6328.9,165292,1229,Rear End,Opel,Corsa D,Petrol,7,1800
751,8367.504833,5864.4,116618,1598,Front End,Volkswagen,Golf VI Plus,Diesel,6,4700
2989,31638.53,22341.6,29096,1395,All Over,Seat,Leon,Petrol,1,6700
683,6500.018,5778.4,147071,1598,Side,Volkswagen,Polo V,Diesel,8,4000
2309,11000.003,7140.9,51524,1362,Front End,Opel,Astra J GTC,Petrol,6,4750
27,5630.2,9445,165516,2148,Front End,Mercedes-Benz,C,Diesel,10,3050
1783,3500.028,3407.4,111549,1364,All Over,Opel,Astra,Petrol,9,2150
1418,2516.745875,3780.9,141382,1328,Front End,Suzuki,Swift,Petrol,11,2050
1579,6188,4674.7,106634,1390,Side,Volkswagen,Golf,Petrol,9,2700
625,4450.005,8782.5,141721,1998,Front End,Toyota,Auris,Diesel,11,2400
1366,4760,6385.6,142797,1198,Side,Volkswagen,Polo,Petrol,9,2100
2002,35252.1,16737.9,2378,1998,Rear End,BMW,2er Coupe,Petrol,1,15200
2960,4499.985,3512.2,155204,1498,Front End,Mercedes-Benz,A,Petrol,13,1000
1444,16422,16800,69259,1798,Front End,Toyota,Verso,Petrol,7,4050
896,5799.941,5018.4,156948,1896,Side,Skoda,Octavia,Diesel,8,2850
309,14637,13095.5,102237,1956,Side,Alfa Romeo,Giulietta,Diesel,5,5100
1430,6842.5,6983.9,63412,999,Rear End,Smart,fortwo coupe,Petrol,7,2150
93,17299.982,16157,91376,2143,Front End,Mercedes-Benz,E-Klasse,Diesel,5,8500
1516,3094,2731.3,139818,1396,Front End,Honda,Civic,Petrol,14,825
719,15400.028,16782.1,87252,1995,Front End,BMW,1er,Diesel,6,4700
1118,5882.4,7315.3,61958,999,Side,Volkswagen,Up,Petrol,2,3450
2538,9599.968,8378.9,21806,898,Front End,Dacia,Sandero,Petrol,2,4600
1777,5799.941,16890.8,126748,1397,Front End,BMW,Mini,Petrol,10,1400
674,10756.3,10884.3,94214,1598,Side,Volkswagen,Caddy,Diesel,5,6700
2514,4971.354545,5867.7,2850,1084,Front End,Ford,Fiesta,Petrol,0,4850
126,7437.5,7388.5,112467,1598,Burn - Engine,Skoda,Fabia Combi,Diesel,6,2400
260,8984.5,3678.4,203266,2993,Front End,BMW,3,Diesel,11,3700
2967,2320.5,3812.4,107213,1598,Rear End,Toyota,Corolla,Petrol,17,550
1886,3599.988,3540.7,115933,2656,Front End,Hyundai,Coupe,Petrol,13,1400
2051,2600.031,3121.5,172749,1598,Front End,Opel,Astra,Petrol,14,1400
429,9663.9,14952.7,236249,2993,Rear End,BMW,3er Coupe,Diesel,9,5300
344,11850.02,10383.8,110223,1968,Front End,Volkswagen,Eos,Diesel,7,3050
2317,4460.575,12301.9,5239,998,Rear End,Ford,Fiesta,Petrol,1,2200
2834,7140,7242.8,184699,2034,Front End,Mercedes-Benz,A-Klasse,Petrol,9,2000
1216,11781,30000,50896,1242,Front End,FIAT,500,Petrol,4,4300
2780,2975,4500,131971,1198,Rear End,Skoda,Fabia Combi,Petrol,14,575
2473,6500.018,8192.4,87467,1998,Front End,Kia,Carens,Petrol,11,1150
45,8330,6587,298075,999,Rear End,Mercedes-Benz,E-Klasse,Diesel,10,3800
1846,22268.9,6522.4,26271,1490,Rear End,Opel,Insignia,Petrol,1,12800
1089,13090,12662.8,25018,1398,Front End,Opel,Adam,Petrol,3,3850
2907,8568,6117.8,91233,1390,Front End,Volkswagen,Fox,Petrol,12,1400
540,7600.054,10928.1,150680,1686,Side,Opel,Astra J Sports Tourer,Diesel,7,4050
90,6247.5,7255.4,107619,1422,Front End,Skoda,Fabia,Diesel,8,1950
2793,4499.985,9243.7,133604,1598,Rear End,Dacia,Logan MCV,Petrol,6,1400
123,9460.5,7592.6,196768,1995,Front End,BMW,3,Diesel,10,3650
1660,4422.225111,8533.8,6335,999,Side,Skoda,Fabia,Petrol,1,4100
1047,5950,13000,124007,1364,Rear End,Opel,Astra,Petrol,7,1800
648,10625.034,9257.9,111460,1968,Front End,Skoda,Superb,Diesel,8,5400
2055,5999.98,7516.8,70717,1368,Rear End,FIAT,Punto,Petrol,8,1700
3085,6000,5680.4,64526,1242,Side,Ford,Ka,Petrol,2,3350
2416,12700.037,10745.9,1120,1084,Water/Flood,Ford,Fiesta,Petrol,0,5900
328,5650.001,8137.6,164742,1968,Front End,Audi,A3,Diesel,11,2850
1502,11781,7400.6,98913,1598,Front End,Dacia,Duster,Petrol,3,3950
2832,5950,9500,148218,1796,Hail,Opel,Signum,Petrol,11,1850
734,6771.814,5462.7,240100,1896,Front End,Audi,A4,Diesel,11,2450
2787,4760,3718.6,172486,1595,Front End,Audi,A3,Petrol,13,1650
3067,3629.5,4994.6,115400,1149,Front End,Renault,Twingo Ii,Petrol,7,925
1229,5507.2,15019.5,4795,1368,Front End,FIAT,Tipo,Petrol,0,3550
1427,7735,5624.4,71181,1598,Side,Mazda,3,Petrol,10,2500
1198,10472,8133.6,32284,1298,Side,Toyota,Yaris,Petrol,9,2650
2781,7973,7757.9,131031,1598,Front End,Mazda,3,Petrol,8,4000
1527,8925,6918.7,78647,1397,Front End,Citroen,C3,Petrol,6,3000
2030,6723.5,5876.1,213020,2435,Side,Volvo,V50,Petrol,14,1500
1762,7021,7415,45605,1149,Front End,Renault,Twingo,Petrol,5,1500
2119,6800.017,11305.3,132478,1198,Front End,Volkswagen,Polo V,Petrol,7,3550
2526,5000.023,5844.6,105107,995,Side,Chevrolet,Spark,Petrol,6,1650
612,3349.969,2495.3,265188,1896,Side,Volkswagen,Golf V,Diesel,14,1450
1413,11900,13100,46848,1598,Front End,Citroen,C4,Petrol,3,3800
2008,7799.974,9961.3,117258,1995,Side,BMW,1,Petrol,11,1950
926,4075.75,7101.9,195161,1769,Rear End,Nissan,Almera,Flexible Fuel,14,1050
2703,5831,5147.1,30126,1242,Side,FIAT,Panda,Petrol,8,1450
2869,6664,7770.2,265625,1796,Front End,Mercedes-Benz,C-Klasse,Petrol,14,1950
2399,2499.952,4201.7,99030,998,Front End,Citroen,C1,Petrol,11,750
3082,18445,12041.1,54805,1595,Hail,Mercedes-Benz,A-Klasse,Petrol,5,8500
2777,8151.5,15500,95182,1599,Hail,BMW,1,Petrol,11,2800
199,14875,14331.4,147230,1968,Front End,Audi,A4,Diesel,7,4550
2553,6500.018,7507.6,78355,1198,Front End,Seat,Ibiza,Petrol,6,1700
525,6800.017,23000,237676,2148,Side,Mercedes-Benz,C-Klasse,Diesel,9,2700
2841,11999.96,8942.2,24826,1197,Hail,Skoda,Rapid,Petrol,2,6900
2655,11781,8545.2,92234,2034,Front End,Mercedes-Benz,B-Klasse,Petrol,9,3550
2288,6699.938,7467.5,121140,1398,Side,Opel,Astra J,Petrol,7,3750
3076,7140,7848.8,73416,1149,Front End,Renault,Clio Iii,Petrol,9,2500
574,24159.7,28844,50423,1968,Front End,Volkswagen,Tiguan,Diesel,3,10100
129,15232,8145.1,145825,1968,Front End,Volkswagen,Golf,Diesel,7,6500
1160,10234,9199.6,90651,1242,Rear End,FIAT,500,Petrol,4,4250
160,11900,12412.3,56567,1991,Front End,Mercedes-Benz,A,Diesel,8,2350
1051,3570,4775,157658,1390,Rear End,Volkswagen,Polo,Petrol,14,775
1131,8389.5,5614.9,54521,1329,Rear End,Toyota,Yaris,Petrol,7,2650
515,8500.051,7576.8,117910,1995,Side,BMW,120 D,Diesel,11,3750
423,6599.978,14320.7,223884,1896,Side,Volkswagen,Touran,Diesel,8,1200
697,10250.065,17000,177016,2987,Front End,Jeep,Grand Cherokee,Diesel,11,4500
789,3570,4282.1,232859,1461,Side,Renault,Modus,Diesel,13,650
2866,34500.004,27644.5,39430,1984,Front End,Audi,A3,Petrol,3,18500
2072,9649.948,6388.8,83942,1368,Side,FIAT,Alfa Romeo Giulietta,Petrol,8,5100
487,5815.3872,6372,154101,1598,Front End,Volkswagen,Golf VI,Diesel,8,2900
40,9460.5,22184.9,197425,1968,Rear End,Volkswagen,Passat,Diesel,9,1350
1448,13137.6,11731.5,165,1598,Rear End,Dacia,Dokker,Petrol,0,3350
1649,8099.973,7218.6,86304,1390,Front End,Volkswagen,Golf VI Plus,Petrol,8,3900
1230,8270.5,6496,46632,1242,Rear End,Ford,Fiesta,Petrol,5,2900
37,7735,13800,172081,1910,Front End,Opel,Astra,Diesel,10,2350
1962,3999.947,4843.7,72583,1198,Front End,Volkswagen,Fox,Petrol,9,1300
2495,11999.96,10399.2,27727,1197,Front End,Skoda,Fabia,Petrol,3,5300
437,2764.99475,5937,157504,1896,Side,Volkswagen,Golf V Variant,Diesel,9,2700
1099,4998,3745.1,95334,1596,Rear End,Ford,Focus,Petrol,12,1850
1151,4165,7574,126795,1796,Rear End,Opel,Vectra,Petrol,12,1700
1872,6800.017,12801.9,99000,1498,Rear End,Mercedes-Benz,A,Petrol,10,2900
2128,8399.972,7864.9,32417,898,Rear End,Renault,Twingo,Petrol,3,3450
1063,12495,11231,204740,999,Front End,Mercedes-Benz,E-Klasse,Petrol,9,4500
1788,3800.027,3549.4,99665,1368,Front End,FIAT,Grande Punto,Petrol,11,2100
954,5355,3511.2,124974,1598,Rear End,Opel,Astra,Petrol,9,2600
667,4249.966,4470.5,176951,1896,Front End,Volkswagen,Touran,Diesel,13,2350
2381,6899.977,10300,33019,1390,Side,Volkswagen,Golf V Plus,Petrol,11,3050
1751,11067,21107.2,104965,1390,Side,Volkswagen,Golf,Petrol,8,1350
2562,16554.6,8166.9,18039,1364,Front End,Opel,Mokka X,Petrol,0,6500
2080,5324.0124,7195.5,108580,1598,Front End,Renault,Megane,Petrol,7,3250
2468,8200.052,11794.5,12624,1498,Side,Mercedes-Benz,A-Klasse,Petrol,13,1100
527,7563,5031.9,107458,1560,Side,Ford,Focus Turnier,Diesel,4,3600
235,13090,14798,107754,1686,Rear End,Opel,Astra,Diesel,4,4400
2837,2300.032,2405.3,215786,1390,Side,Volkswagen,Polo IV,Petrol,15,675
191,6426,4949,188866,1560,Rear End,Citroen,Berlingo,Diesel,8,3250
1748,14161,10310.6,43469,1598,Rear End,Mini,Mini One,Petrol,4,4150
3083,19635,20000,1770,898,Hail,Nissan,Micra,Petrol,0,8400
1003,7378,7408.5,96353,1390,Rear End,Seat,Ibiza,Petrol,7,2700
590,2749.971,6000,216036,1560,All Over,Ford,Focus,Diesel,9,1550
1483,3689,3828.9,92513,1229,Front End,Opel,Corsa,Petrol,11,1200
16,11662,10375,178691,1968,Front End,Volkswagen,Touran,Diesel,9,3850
84,7021,4139,170259,999,Rear End,Skoda,Fabia Combi,Diesel,7,2100
520,9400.048,13701.7,146447,3222,Side,Mercedes-Benz,E-Klasse,Diesel,14,2200
2264,9899.967,8351.9,52001,1390,Front End,Volkswagen,Golf VI,Petrol,7,3700
760,19747.9,10646.5,18953,1968,Rear End,Volkswagen,Golf,Diesel,1,6200
2060,23109.2,1362.6,16277,2488,Replaced VIN,Mazda,Cx-5,Petrol,2,12000
2913,3153.5,3074.6,49258,999,Side,Kia,Picanto,Petrol,11,1000
280,13090,4500,122985,1968,Front End,Audi,A3,Diesel,8,5700
2452,13999.993,10425.3,46536,1390,Front End,Audi,A3,Petrol,7,6600
2584,4499.985,12605,78811,1229,Water/Flood,Opel,Corsa,Petrol,12,750
2370,6699.938,10504.2,103996,1498,Front End,Mercedes-Benz,B-Klasse,Petrol,11,2500
1519,5500.061,4892.5,126993,1368,Side,Alfa Romeo,Mito,Petrol,9,2450
2106,4199.986,7086.1,116723,1229,Side,Opel,Corsa D,Petrol,6,950
982,7616,11471,52315,1198,Front End,Seat,Ibiza,Petrol,7,1250
2157,5900.02,9275,78932,1242,Front End,Ford,Fiesta,Petrol,8,1350
1299,2975,1173.3,228426,1229,Front End,Opel,Corsa,Petrol,8,1650
538,7299.936,6880.6,108917,1598,Front End,Skoda,Fabia,Diesel,3,3000
1101,4284,4356.4,110716,1364,Side,Opel,Astra,Petrol,12,1650
1659,13804,11847,82464,1995,Front End,BMW,1,Petrol,6,4500
1117,9996,4386.5,89809,1995,Mechanical,BMW,1,Petrol,11,3950
1159,2286.214778,3180.6,96214,1598,Rear End,Opel,Meriva,Petrol,12,1500
337,2999.99,6983.1,134519,1910,Side,FIAT,Stilo Multi Wagon,Diesel,10,625
1293,12376,10760,12881,1197,Front End,Skoda,Rapid,Petrol,1,3650
1181,5236,3411,179502,999,Front End,Alfa Romeo,147,Petrol,8,1800
1015,9996,6415,24202,1242,Front End,Ford,Fiesta,Petrol,3,3450
1781,10499.965,7551.6,74310,1364,Front End,Opel,Astra J Sports Tourer,Petrol,6,4450
848,12899.957,13411.3,11810,1995,Front End,BMW,1er,Diesel,6,6300
1718,7735,6874,101058,1197,Front End,Skoda,Roomster,Petrol,7,2100
762,15126,19886.9,89673,1968,Front End,Volkswagen,Sharan,Diesel,7,5100
420,4421.2665,7776.6,184308,1998,Front End,Toyota,Auris,Diesel,11,2800
2509,5831,7049.8,69977,1198,Front End,Skoda,Fabia,Petrol,9,1300
722,1700.034,1164.7,114630,799,Side,Smart,fortwo coupe,Diesel,13,425
2000,3999.947,6792.5,106209,1997,Side,Mitsubishi,Lancer,Petrol,11,1000
1903,11000.003,11789.5,52388,1598,Front End,BMW,Mini,Petrol,8,5900
29,9520,6035,188227,999,Front End,Audi,A4,Diesel,11,3800
53,4998,14650,219958,1968,Front End,Audi,A3,Diesel,12,2500
604,6649.958,10504.2,146665,1598,Side,Volkswagen,Polo V,Diesel,7,2100
313,10168.1,11392.6,126053,1997,Front End,Ford,Mondeo,Diesel,3,4750
2801,3500.028,12605,117487,1390,Front End,Skoda,Fabia Combi,Petrol,11,425
542,9500.008,25347.9,87261,1997,Front End,Ford,Mondeo,Diesel,8,1600
2057,20924.4,25046.9,20412,1498,Front End,Volkswagen,Golf,Petrol,1,9100
2656,4462.5,4581,90685,1596,Side,Ford,Focus,Petrol,12,1250
1276,4343.5,4531.6,172138,1591,Side,Kia,Cee'd,Petrol,9,2950
2062,9877,8097.6,36102,1242,Side,FIAT,500,Petrol,4,2250
583,4641,5255.5,105785,1461,Undercarriage,Renault,Clio,Diesel,9,700
314,25210.1,5713.4,3820,2191,Rear End,Mazda,Cx-5,Diesel,1,13900
1061,5117,5007.2,108642,998,Front End,Toyota,Aygo,Petrol,8,1450
253,10084,13553.1,105428,1598,Front End,Volkswagen,Golf,Diesel,3,3500
516,12750.017,15312.7,34066,1560,Side,Citroen,C3,Diesel,2,3100
866,5117,4610.8,130210,1560,Front End,Citroen,C4,Diesel,11,2300
2575,11662,9848.5,36955,898,Front End,Renault,Clio,Petrol,4,4750
77,6069,5547.1,133486,1910,Front End,Opel,Astra,Diesel,9,2100
124,15113,18376.8,91779,1968,Side,Seat,Exeo,Diesel,6,3750
2082,6124.9895,8093.5,52103,1398,Front End,Opel,Corsa D,Petrol,4,3700
2311,5900.02,5478.2,64104,1598,Front End,Dacia,Logan,Petrol,6,1500
1755,17599.981,12204.8,10505,1368,Side,Alfa Romeo,Giulietta,Petrol,2,9600
632,29988,15990.5,49431,1968,Hail,Volkswagen,Sharan,Diesel,3,15800
834,32000,40407.4,186355,2987,Front End,Mercedes-Benz,C,Diesel,5,7700
2397,5714.3,5658.6,145256,1599,Rear End,BMW,1er,Petrol,9,3150
3038,2856,5798,182214,1598,Front End,Volkswagen,Golf V Variant,Petrol,13,1700
1541,4581.5,4809,64250,1240,Rear End,Nissan,Micra,Petrol,10,1350
249,5260.5,7532.2,5020,1461,Front End,Nissan,Micra,Diesel,1,3800
605,16911.75,8550.5,2911,1968,Rear End,Audi,A4,Diesel,0,13200
1744,10000.046,3381,155155,1984,Front End,Volkswagen,Eos,Petrol,10,3150
1206,17850,22254.5,42421,1997,Side,Nissan,Qashqai,Petrol,6,7000
1408,4403,11764.7,111422,1360,Rear End,Peugeot,207,Petrol,8,950
133,3991.6,10966.4,295890,1968,Front End,Volkswagen,Passat,Diesel,10,1800
2386,4400.025,5700.1,64075,1388,Front End,Mazda,2,Petrol,11,875
56,11764.7,13042,9425,1461,Front End,Dacia,Dokker,Diesel,2,4800
3014,5699.981,6313.7,146592,1598,Front End,Mini,Cooper,Petrol,15,2150
114,13099.996,11238,98938,999,Front End,BMW,3,Diesel,8,6200
1400,7500,10736.7,70207,1598,Rear End,Mini,Cooper,Petrol,10,3000
2281,7499.975,7383.9,97416,1596,Front End,Ford,C-Max,Petrol,8,2950
1916,4199.986,4407.8,44828,1124,Top/Roof,Mitsubishi,Colt CZ3,Petrol,10,1800
2320,20600,47049.2,21128,1498,Front End,Volkswagen,Golf VII,Petrol,1,7200
1955,5650.001,11272.3,98064,1586,Front End,FIAT,Sedici,Petrol,8,2050
1180,2286.214778,3724.3,114362,1598,Front End,Opel,Meriva,Petrol,13,1450
10,18650,16007,125304,999,Front End,BMW,3,Diesel,4,10200
1039,3451,2542,118060,1198,Rear End,Seat,Ibiza,Petrol,9,875
2726,2973.81,4451.6,159437,1198,Front End,Volkswagen,Polo,Petrol,14,375
2915,10900.043,7586.2,2030,1229,Front End,Opel,Adam,Petrol,4,3900
2870,4799.984,4099.6,136779,1198,Top/Roof,Volkswagen,Polo V,Petrol,9,2700
1867,6009.5,8336.3,79977,1587,Rear End,Peugeot,206,Petrol,10,1600
1186,4938.5,6088.4,148402,1397,Front End,Peugeot,207,Petrol,8,1800
619,2699.991,3213.3,132595,1870,Front End,Renault,Megane,Diesel,12,675
1719,4700.024,9629.5,125031,1242,Front End,Opel,Agila,Petrol,7,1600
1981,3999.947,4437.9,139998,1587,Front End,Citroen,C4,Petrol,10,1100
1076,14599.991,15537,41939,999,Front End,Volkswagen,Golf,Petrol,5,4100
1606,14875,6872.8,87891,1197,Front End,Volkswagen,Golf,Petrol,5,5300
672,12437,11051.1,72655,1598,Side,Volkswagen,GOLF VII,Diesel,3,6500
51,6282.532278,5927,133991,999,Side,Volkswagen,Golf,Diesel,9,3700
2713,5200.062,5558.6,132533,1595,Side,Volkswagen,Golf,Petrol,13,2350
3013,5300.022,9066.6,50049,1242,Front End,Ford,Fiesta,Petrol,7,900
2604,4641,5410.9,179092,1397,Rear End,Peugeot,207,Petrol,9,1600
662,15899.947,10633.5,80428,1997,Top/Roof,Peugeot,308 CC,Diesel,5,8000
1390,5712,6212.4,107154,1368,Front End,FIAT,Bravo,Petrol,9,2600
2926,6545,8860.1,107747,1368,Rear End,Alfa Romeo,Mito,Petrol,9,2000
3061,6899.977,7472.1,104938,1699,Front End,Mercedes-Benz,A,Petrol,11,1800
2474,12499.998,17159.1,118977,1984,Side,Audi,TT,Petrol,12,4800
1858,3599.988,2996.3,119738,1397,Front End,Peugeot,207,Petrol,10,1700
1312,10710,11037.9,13296,1242,Front End,Ford,Ka,Petrol,2,2450
234,11781,10116,158613,2993,Side,BMW,3,Diesel,11,4700
2587,7600.054,15000,48844,1242,Side,FIAT,500,Petrol,6,1550
721,9639,14000,207171,1598,All Over,Volkswagen,Passat,Diesel,7,3700
2348,6750.037,6716.1,140896,1599,Side,BMW,1,Petrol,10,2600
2748,3599.988,2987.5,74220,698,Front End,Smart,Fortwo,Petrol,12,1350
1161,9758,7586,79988,1796,Front End,Opel,Astra,Petrol,9,2950
2984,6961.5,6400.6,100462,1596,Side,Ford,Focus,Petrol,8,3600
724,6249.999,3508.1,171537,1995,Rear End,Renault,Koleos,Diesel,10,3400
341,9750.027,9657.9,147917,2148,Front End,Mercedes-Benz,C-Klasse,Diesel,10,4000
633,22610,16574.3,70799,1968,Front End,Volkswagen,Tiguan,Diesel,3,7300
95,21400,19446,2552,999,Side,Ford,C-Max,Diesel,1,7800
745,16898,12751.3,64745,1598,Front End,Seat,Leon,Diesel,2,6000
1326,11781,11822.8,51524,1598,Front End,Toyota,Auris,Petrol,6,4200
273,4760,9500,252683,1968,Side,Volkswagen,Passat,Diesel,11,1900
617,14285.7,35957.3,79996,1969,Front End,Volvo,V60,Diesel,2,4850
1405,9996,9671.1,70584,998,Front End,Toyota,Yaris,Petrol,2,3950
2933,11305,5982,88871,1390,Side,Volkswagen,Golf VI Plus,Petrol,6,4050
2938,10591,3964.5,43180,1349,Front End,Mazda,2 Lim.,Petrol,4,3450
1192,4641,7120,96433,1299,Front End,Ford,Fiesta,Petrol,8,775
2356,15420.2,17360.8,3821,1591,Rear End,Kia,Venga,Petrol,0,5600
2657,11400,9675.4,76185,1197,Side,Seat,Leon,Petrol,4,4350
587,6299.979,9974.7,89298,1582,Front End,Hyundai,i30,Diesel,8,1500
858,17850,18960.3,119513,2400,Rear End,Volvo,V70,Diesel,6,5200
1409,20230,23000,151840,4606,Front End,Ford,Mustang,Petrol,12,4350
285,3332,3362.1,215327,1896,Front End,Volkswagen,Golf,Diesel,17,1050
2685,5831,5592.1,41896,998,Rear End,Hyundai,i10,Petrol,4,3650
346,3949.967,7167.7,195961,1598,Side,Skoda,Fabia,Diesel,8,2100
1805,3340.0775,5419.4,15521,1364,Front End,Opel,Corsa,Petrol,1,2750
14,21063,7546,95908,999,Rear End,Mercedes-Benz,C,Diesel,5,8600
2895,12138,12000,14500,1398,Hail,Opel,Corsa,Petrol,3,3950
1290,6069,11697.6,165521,1339,Rear End,Honda,Jazz,Petrol,7,3600
427,3899.987,3029.8,234507,1910,Front End,Opel,Vectra C Caravan,Diesel,11,1250
1563,6990.92,7252.5,2064,1496,Front End,Mazda,2,Petrol,1,3550
5,19278,15269,143332,999,Side,Mercedes-Benz,E,Diesel,8,7300
1311,3808,4810,77442,1388,Front End,Ford,Fiesta,Petrol,12,500
1760,10499.965,18352,52399,1598,Front End,Opel,Astra J,Petrol,3,3850
1107,2900.03,3920.8,115801,1242,Front End,Ford,Ka,Petrol,7,1950
1773,24285.7,13039.8,4616,1498,Side,Volkswagen,Golf,Petrol,1,8600
2990,5500.061,4809.1,85528,1229,Side,Opel,Corsa,Petrol,8,3100
350,5355,3630.7,153495,1399,Front End,Mazda,2,Diesel,8,1700
267,4684.265,6500,204077,1686,Rear End,Opel,Astra,Diesel,9,1700
1336,5712,6648.9,64806,999,Front End,Smart,Fortwo,Petrol,8,1600
368,15252.11,20483.2,12820,1968,Side,Volkswagen,T6,Diesel,1,12400
2215,6899.977,4652.8,72780,1328,All Over,Suzuki,Jimny,Petrol,9,3700
2177,8399.972,9374.8,67181,1329,Front End,Toyota,Yaris,Petrol,6,2950
1201,9758,4150.4,52958,1598,Rear End,Peugeot,308,Petrol,6,4200
1735,5500.061,5080.2,86129,1229,Rear End,Opel,Corsa,Petrol,8,1950
1880,8900.01,6463,129050,3195,Front End,FIAT,Alfa Romeo,Petrol,12,3650
237,7930.16,7737.8,138124,1991,Side,Chevrolet,Epica,Diesel,10,1400
3098,8330,10900,86542,1596,Rear End,Ford,Focus,Petrol,9,2550
2438,4400.025,6281.8,58642,1149,Front End,Renault,Twingo,Petrol,5,1750
1152,5176.5,7378,130275,999,Side,Renault,Twingo,Petrol,5,1700
2961,1708.007,3548.2,133468,1597,Front End,Seat,Leon,Petrol,14,1000
1710,6299.979,6210.8,56883,999,Front End,Volkswagen,Up,Petrol,5,1950
270,4600.064,6594.1,190741,1910,Front End,Opel,Vectra,Diesel,13,1250
2669,6500.018,5912.1,23349,1149,Side,Dacia,Sandero,Petrol,2,2100
2508,4033.6,6857.8,76659,1086,Front End,Hyundai,i10,Petrol,7,1050
1814,9243.7,8915.2,31679,1595,Front End,Skoda,Octavia,Petrol,5,3950
2901,3570,5000,95592,998,Rear End,Toyota,Aygo,Petrol,9,1500
2723,6188,6096.3,45927,1248,Rear End,Hyundai,i10,Petrol,9,2100
3005,10353,8624.6,44557,1248,Rear End,Hyundai,i10,Petrol,3,3750
83,6545,5176.7,179003,1896,Side,Seat,Ibiza,Diesel,7,3000
2219,4549.965,4506.6,130917,1242,Front End,Ford,Fiesta,Petrol,8,1750
491,14299.992,7870.5,17329,1598,Front End,Opel,Astra J Sports Tourer,Diesel,2,4600
2142,5084.5011,8466.3,111595,1396,Rear End,Hyundai,i30,Petrol,8,3350
2227,7199.976,8098.5,170121,2393,Front End,Audi,A4,Petrol,15,1150
9,19992,27497.1,91413,2231,All Over,Opel,Antara,Diesel,5,3800
182,4453.8,5585.6,92348,1560,Front End,Citroen,Berlingo,Diesel,7,2950
226,7333.0061,8893.4,151101,1598,Front End,Volkswagen,Golf,Diesel,5,4400
290,10591,8420,160652,1968,Front End,Volkswagen,Passat,Diesel,9,3250
642,7900.053,16700,101048,1870,Rear End,Renault,Megane Iii,Diesel,7,1650
1031,5831,8149.5,159627,1598,Rear End,Volkswagen,Golf,Petrol,13,1550
1757,17563,7228.7,18656,999,Rear End,Audi,A1,Petrol,1,9800
1402,10353,5311.2,39435,1197,Front End,Skoda,Fabia,Petrol,4,3800
2007,7142.9,8514,5654,998,Rear End,Kia,Picanto,Petrol,1,3300
20,8925,12274,37879,1582,Side,Hyundai,i30,Diesel,4,3600
653,6895.178947,19861.5,9779,1598,Front End,Opel,Astra,Diesel,0,4800
1828,10591,8958.2,79821,1796,Front End,Opel,Zafira,Petrol,7,3500
1264,5099.983,6069,24689,1390,Front End,Volkswagen,Polo,Petrol,12,1250
176,8984.5,7181,95411,1992,Rear End,Mercedes-Benz,B,Diesel,11,3050
1769,5117,2612.1,150093,1242,Front End,Ford,Fiesta,Petrol,7,2200
502,4320.0094,7058.6,172203,2141,Front End,Mercedes-Benz,E,Diesel,14,2700
1699,17000,28522.8,5229,1197,Front End,Renault,Grand Scenic,Petrol,0,5300
2012,7199.976,11000,23688,1149,Front End,Dacia,Sandero II,Petrol,2,2700
2896,9500.008,16000.4,70569,1598,Rear End,Citroen,Ds3,Petrol,6,2850
1531,4879,3618.7,116308,1198,Side,Skoda,Fabia,Petrol,8,1650
277,10829,15044,255655,2148,Side,Mercedes-Benz,C,Diesel,8,3900
2719,16743.7,25200,3175,1498,Front End,Ford,Focus,Petrol,1,3050
